"Date","Price","Open","High","Low","Vol.","Change %"
"12/02/1996","126.34","126.34","126.34","126.34","","-0.35%"
"11/29/1996","126.79","126.79","126.79","126.79","","0.02%"
"11/27/1996","126.77","126.77","126.77","126.77","","-0.31%"
"11/26/1996","127.17","127.17","127.17","127.17","","-0.67%"
"11/25/1996","128.03","128.03","128.03","128.03","","0.39%"
"11/22/1996","127.53","127.53","127.53","127.53","","-0.12%"
"11/21/1996","127.68","127.68","127.68","127.68","","-0.04%"
"11/20/1996","127.73","127.73","127.73","127.73","","0.29%"
"11/19/1996","127.36","127.36","127.36","127.36","","0.23%"
"11/18/1996","127.07","127.07","127.07","127.07","","-0.48%"
"11/15/1996","127.68","127.68","127.68","127.68","","0.09%"
"11/14/1996","127.57","127.57","127.57","127.57","","0.07%"
"11/13/1996","127.48","127.48","127.48","127.48","","-0.21%"
"11/12/1996","127.75","127.75","127.75","127.75","","0.02%"
"11/11/1996","127.73","127.73","127.73","127.73","","-0.11%"
"11/08/1996","127.87","127.87","127.87","127.87","","-0.37%"
"11/07/1996","128.34","128.34","128.34","128.34","","0.22%"
"11/06/1996","128.06","128.06","128.06","128.06","","1.08%"
"11/05/1996","126.69","126.69","126.69","126.69","","0.75%"
"11/04/1996","125.75","125.75","125.75","125.75","","0.59%"
"11/01/1996","125.01","125.01","125.01","125.01","","0.03%"
"10/31/1996","124.97","124.97","124.97","124.97","","0.30%"
"10/30/1996","124.60","124.60","124.60","124.60","","0.31%"
"10/29/1996","124.22","124.22","124.22","124.22","","1.17%"
"10/28/1996","122.78","122.78","122.78","122.78","","-0.13%"
"10/25/1996","122.94","122.94","122.94","122.94","","0.31%"
"10/24/1996","122.56","122.56","122.56","122.56","","-0.02%"
"10/23/1996","122.59","122.59","122.59","122.59","","-0.15%"
"10/22/1996","122.78","122.78","122.78","122.78","","-0.01%"
"10/21/1996","122.79","122.79","122.79","122.79","","-0.03%"
"10/18/1996","122.83","122.83","122.83","122.83","","0.10%"
"10/17/1996","122.71","122.71","122.71","122.71","","0.60%"
"10/16/1996","121.98","121.98","121.98","121.98","","0.08%"
"10/15/1996","121.88","121.88","121.88","121.88","","0.28%"
"10/14/1996","121.54","121.54","121.54","121.54","","0.13%"
"10/11/1996","121.38","121.38","121.38","121.38","","0.56%"
"10/10/1996","120.71","120.71","120.71","120.71","","-0.51%"
"10/09/1996","121.33","121.33","121.33","121.33","","-0.69%"
"10/08/1996","122.17","122.17","122.17","122.17","","0.22%"
"10/07/1996","121.90","121.90","121.90","121.90","","0.17%"
"10/04/1996","121.69","121.69","121.69","121.69","","1.35%"
"10/03/1996","120.07","120.07","120.07","120.07","","-0.10%"
"10/02/1996","120.19","120.19","120.19","120.19","","0.32%"
"10/01/1996","119.81","119.81","119.81","119.81","","0.32%"
"09/30/1996","119.43","119.43","119.43","119.43","","-0.30%"
"09/27/1996","119.79","119.79","119.79","119.79","","-0.21%"
"09/26/1996","120.04","120.04","120.04","120.04","","-0.03%"
"09/25/1996","120.08","120.08","120.08","120.08","","-0.11%"
"09/24/1996","120.21","120.21","120.21","120.21","","0.05%"
"09/23/1996","120.15","120.15","120.15","120.15","","0.04%"
"09/20/1996","120.10","120.10","120.10","120.10","","0.45%"
"09/19/1996","119.56","119.56","119.56","119.56","","-0.17%"
"09/18/1996","119.76","119.76","119.76","119.76","","-0.56%"
"09/17/1996","120.44","120.44","120.44","120.44","","-0.17%"
"09/16/1996","120.64","120.64","120.64","120.64","","0.09%"
"09/13/1996","120.53","120.53","120.53","120.53","","1.10%"
"09/12/1996","119.22","119.22","119.22","119.22","","0.40%"
"09/11/1996","118.75","118.75","118.75","118.75","","0.32%"
"09/10/1996","118.37","118.37","118.37","118.37","","0.00%"
"09/09/1996","118.37","118.37","118.37","118.37","","0.84%"
"09/06/1996","117.38","117.38","117.38","117.38","","0.13%"
"09/05/1996","117.23","117.23","117.23","117.23","","-0.88%"
"09/04/1996","118.27","118.27","118.27","118.27","","-0.43%"
"09/03/1996","118.78","118.78","118.78","118.78","","-0.12%"
"08/30/1996","118.92","118.92","118.92","118.92","","-1.03%"
"08/29/1996","120.16","120.16","120.16","120.16","","-0.83%"
"08/28/1996","121.17","121.17","121.17","121.17","","-0.32%"
"08/27/1996","121.56","121.56","121.56","121.56","","0.40%"
"08/26/1996","121.07","121.07","121.07","121.07","","0.02%"
"08/23/1996","121.04","121.04","121.04","121.04","","-0.31%"
"08/22/1996","121.42","121.42","121.42","121.42","","0.36%"
"08/21/1996","120.99","120.99","120.99","120.99","","0.22%"
"08/20/1996","120.72","120.72","120.72","120.72","","-0.10%"
"08/19/1996","120.84","120.84","120.84","120.84","","0.34%"
"08/16/1996","120.43","120.43","120.43","120.43","","0.77%"
"08/15/1996","119.51","119.51","119.51","119.51","","-0.41%"
"08/14/1996","120.00","120.00","120.00","120.00","","0.29%"
"08/13/1996","119.65","119.65","119.65","119.65","","-0.62%"
"08/12/1996","120.40","120.40","120.40","120.40","","0.73%"
"08/09/1996","119.53","119.53","119.53","119.53","","0.18%"
"08/08/1996","119.32","119.32","119.32","119.32","","-0.16%"
"08/07/1996","119.51","119.51","119.51","119.51","","-0.01%"
"08/06/1996","119.52","119.52","119.52","119.52","","-0.51%"
"08/05/1996","120.13","120.13","120.13","120.13","","-0.17%"
"08/02/1996","120.34","120.34","120.34","120.34","","1.45%"
