"Date","Price","Open","High","Low","Vol.","Change %"
"11/25/1992","94.44","94.44","94.44","94.44","","0.48%"
"11/24/1992","93.99","93.99","93.99","93.99","","0.34%"
"11/23/1992","93.67","93.67","93.67","93.67","","-0.17%"
"11/20/1992","93.83","93.83","93.83","93.83","","0.68%"
"11/19/1992","93.20","93.20","93.20","93.20","","1.15%"
"11/18/1992","92.14","92.14","92.14","92.14","","1.50%"
"11/17/1992","90.78","90.78","90.78","90.78","","-0.29%"
"11/16/1992","91.04","91.04","91.04","91.04","","0.75%"
"11/13/1992","90.36","90.36","90.36","90.36","","0.42%"
"11/12/1992","89.98","89.98","89.98","89.98","","0.12%"
"11/11/1992","89.87","89.87","89.87","89.87","","1.00%"
"11/10/1992","88.98","88.98","88.98","88.98","","-0.73%"
"11/09/1992","89.63","89.63","89.63","89.63","","-0.40%"
"11/06/1992","89.99","89.99","89.99","89.99","","-0.52%"
"11/05/1992","90.46","90.46","90.46","90.46","","-0.32%"
"11/04/1992","90.75","90.75","90.75","90.75","","-0.24%"
"11/03/1992","90.97","90.97","90.97","90.97","","-1.69%"
"11/02/1992","92.53","92.53","92.53","92.53","","0.86%"
"10/30/1992","91.74","91.74","91.74","91.74","","-0.47%"
"10/29/1992","92.17","92.17","92.17","92.17","","-0.07%"
"10/28/1992","92.23","92.23","92.23","92.23","","0.82%"
"10/27/1992","91.48","91.48","91.48","91.48","","0.15%"
"10/26/1992","91.34","91.34","91.34","91.34","","1.38%"
"10/23/1992","90.10","90.10","90.10","90.10","","0.11%"
"10/22/1992","90.00","90.00","90.00","90.00","","-0.87%"
"10/21/1992","90.79","90.79","90.79","90.79","","-1.20%"
"10/20/1992","91.89","91.89","91.89","91.89","","-0.12%"
"10/19/1992","92.00","92.00","92.00","92.00","","-0.29%"
"10/16/1992","92.27","92.27","92.27","92.27","","0.35%"
"10/15/1992","91.95","91.95","91.95","91.95","","0.03%"
"10/14/1992","91.92","91.92","91.92","91.92","","-0.53%"
"10/13/1992","92.41","92.41","92.41","92.41","","0.63%"
"10/12/1992","91.83","91.83","91.83","91.83","","1.83%"
"10/09/1992","90.18","90.18","90.18","90.18","","-0.32%"
"10/08/1992","90.47","90.47","90.47","90.47","","1.07%"
"10/07/1992","89.51","89.51","89.51","89.51","","-0.82%"
"10/06/1992","90.25","90.25","90.25","90.25","","-0.31%"
"10/05/1992","90.53","90.53","90.53","90.53","","-0.79%"
"10/02/1992","91.25","91.25","91.25","91.25","","-1.30%"
"10/01/1992","92.45","92.45","92.45","92.45","","-0.32%"
"09/30/1992","92.75","92.75","92.75","92.75","","0.52%"
"09/29/1992","92.27","92.27","92.27","92.27","","0.10%"
"09/28/1992","92.18","92.18","92.18","92.18","","0.50%"
"09/25/1992","91.72","91.72","91.72","91.72","","-0.07%"
"09/24/1992","91.78","91.78","91.78","91.78","","-0.05%"
"09/23/1992","91.83","91.83","91.83","91.83","","1.15%"
